page,0,,2,Energy (Energy),Water,Protein,Fat,"Carbohydrate, Carbohydrate available,Carbohydrate by difference",Dietary Fibre,Ash,Calcium,Phosphorus,Magnesium,Sodium,Potassium,Iron,Copper,Zinc,Iodine,Betacarotene,Retinol,Total Vitamin A (RAE),Thiamin,Riboflavin,Niacin,Vitamin C,Vitamin E,Sugar,,29,30,31,32
food_page_55,06060,"หมู, สันคอ, ดิบ","Pork, shoulder, raw",189,69.3,17.73,13.10,0.00,0.0,0.96,5,-,21,55,376,-,0.06,2.69,2,0,6,6,0.79,0.25,4.12,-,0.10,59,,,,,
food_page_55,06061,"หมู, สันใน, ดิบ","Pork, tender loin, raw",119,74.1,21.31,3.77,0.00,0.0,1.09,4,174,27,50,433,-,tr,1.83,3,-,5,5,1.02,0.25,7.43,-,0.43,54,,,,,
food_page_55,06062,"หมู, หนัง, ดิบ","Pork, skin, raw",306,49.4,28.00,21.10,0.90,0.0,0.60,3,23,-,-,-,-,-,-,-,-,30,30,0.05,0.07,0.60,0,-,94,,,,,
food_page_55,06063,"หมู, หยอง","Pork, shreded",357,9.8,43.10,5.70,33.30,0.0,8.10,61,216,-,-,-,17.80,-,-,-,-,-,-,0.32,0.29,5.60,0,-,-,,,,,
food_page_55,06064,"หมู, แหนม",Fermented pork,185,62.8,20.20,9.90,3.80,0.0,3.30,15,132,-,-,-,1.30,-,-,-,-,-,-,0.24,0.10,3.80,0,-,-,,,,,
food_page_55,06065,"หมู, แฮม","Pork, ham, raw",110,72.7,19.82,2.50,1.96,0.0,3.00,-,-,-,-,-,-,-,-,5,-,0,0,0.42,0.16,4.66,-,0.00,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_57,07001,"กระเพาะปลา, ทอด","Fish, maw, fried",682,4.6,38.30,58.80,0.00,0.0,0.40,46,33,-,-,-,tr,-,-,-,0,0,0,-,0.70,0.60,-,-,,,,,,
food_page_57,07002,"กุ้งกุลาดำ, เนื้อ, สด","Giant tiger prawn, body, raw",92,80.3,20.10,1.30,0.00,0.0,1.10,8,140,-,-,-,tr,-,-,-,-,-,-,0.03,-,3.50,-,-,,,,,,
food_page_57,07003,"กุ้งกุลาดำ, หัว, สด","Giant tiger prawn, head, raw",120,74.0,14.30,4.40,5.70,0.0,1.60,17,168,-,-,-,tr,-,-,-,-,-,-,0.14,-,2.10,-,-,,,,,,
food_page_57,07004,"กุ้งเคย, สด","Krill/ small shrimp, raw",61,84.0,12.00,1.00,1.00,0.0,2.00,-,205,-,-,-,3.40,-,-,69,-,-,-,0.05,0.14,3.10,-,-,,,,,,
food_page_57,07005,"กุ้งจ่อม, กุ้งหมักชาวคัว","Small shrimp, fermented",135,59.2,12.30,1.60,17.90,0.0,9.00,449,32,-,-,-,3.20,-,-,-,-,-,3,0.06,-,3.20,-,-,,,,,,
food_page_57,07006,"กุ้งฝอย, สด","Lanchester's fresh water, prawn, raw",88,77.6,15.40,2.70,0.60,0.0,3.70,1339,247,-,-,-,28.00,-,-,-,53,0,4,0.07,0.72,2.90,-,-,,,,,,
food_page_57,07007,"กุ้งส้ม, กุ้งหมัก","Shrimp, fermented",58,79.1,7.20,0.60,6.00,0.0,7.10,446,95,-,-,-,5.30,-,-,-,0,0,0,0.09,0.59,1.40,-,-,,,,,,
food_page_57,07008,"กุ้งตัวเล็ก, แห้ง","Shrimp, dried",263,16.1,46.40,2.90,12.80,0.0,21.80,2305,625,-,-,-,20.00,-,-,-,-,-,-,0.05,0.20,5.70,-,-,,,,,,
food_page_57,07009,โตปลากระบอก,"Bluespot gray mullet, viscera, fermented",90,65.3,9.70,4.40,2.80,0.0,17.80,-,317,-,-,-,tr,-,-,-,14338,122,1195,0.01,0.50,1.60,-,-,,,,,,
food_page_57,07010,น้ำปู/น้ำปู๋,Crab paste,210,42.7,26.00,9.10,6.10,0.0,16.10,2167,436,-,-,-,39.00,-,-,-,3576,20,298,0.07,4.91,6.70,13,-,,,,,,
food_page_57,07011,"ปลากาเนื้อ, สด","Sharkminnow, raw",98,77.5,18.48,2.48,0.35,0.0,1.20,-,210,-,-,-,-,-,-,49,-,-,-,0.00,0.11,1.67,-,-,,,,,,
food_page_57,07012,"ปลากดทะเล, แห้ง","Catfish, sea, dried",219,34.0,48.00,2.80,0.40,0.0,14.80,770,943,-,-,-,8.00,-,-,67,0,0,0,tr,0.02,0.60,-,-,,,,,,
food_page_57,07013,"ปลากระบอก, สด","Bluespot gray mullet, raw",98,76.5,20.50,1.60,0.30,0.0,1.10,108,194,-,-,-,0.80,-,-,28,0,20,0,0.04,0.25,4.10,-,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_58,07014,"ปลากราย, สด","Spotted featherback fish, raw",84,79.9,17.50,1.60,0.00,0.0,1.00,45,172,-,-,-,1.20,-,-,-,-,-,-,0.04,0.07,8.50,-,-,,,,,,
food_page_58,07015,"ปลากะพงขาว, สด","Giant seaperch, raw",100,76.5,21.34,1.64,0.00,0.0,1.09,10,160,27,-,1087,0.70,0.20,0.33,-,-,-,-,-,-,-,-,-,,,,,,
food_page_58,07016,"ปลาเก๋า, สด","Grouper, raw",29,79.8,20.03,0.32,1.13,0.0,1.02,2,142,26,-,616,0.49,0.07,0.25,-,-,-,-,-,-,-,-,-,,,,,,
food_page_58,07017,"ปลาแขยง, เนื้อหนัง, สด","Catfish, raw",116,75.5,15.89,5.77,0.01,0.0,2.84,-,-,-,-,-,-,-,-,19,-,-,9,0.00,0.08,1.18,-,0.96,,,,,,
food_page_58,07018,"ปลาขาว, สด","Siamese mud carp, raw",91,78.4,18.08,2.01,0.08,0.0,1.44,25,-,-,48,324,-,tr,tr,11,-,-,20,0.00,0.10,1.46,-,0.75,,,,,,
food_page_58,07019,"ปลาข้าวสาร, เค็ม","Anchovy, salted",165,51.8,32.56,3.62,0.00,0.0,12.76,-,666,-,-,-,-,-,-,73,-,-,-,0.01,0.06,3.29,-,-,,,,,,
food_page_58,07020,"ปลาคัง, สด","Asian redtail catfish, raw",80,80.2,17.92,0.95,0.00,0.0,1.04,5,-,26,73,320,7.54,tr,tr,10,-,-,7,0.01,0.06,2.51,-,0.66,,,,,,
food_page_58,07021,"ปลาชิว, ปลาเจ่า","Fish, fermented (pla-chaw)",117,66.9,12.20,5.60,4.50,0.0,10.80,326,171,-,-,-,7.00,-,-,-,-,-,-,0.01,0.84,3.40,-,-,,,,,,
food_page_58,07022,"ปลาโจก, สด","Soldier river barb, raw",170,70.4,18.12,10.83,0.00,0.0,1.05,-,-,-,-,-,-,-,-,16,-,-,124,0.00,0.15,3.71,-,0.65,,,,,,
food_page_58,07023,"ปลาจาระเม็ดน้ำจืด/ปลาคู้, สด","Bellied pacu, raw",180,70.8,17.29,12.29,0.00,0.0,1.22,16,213,26,62,326,8.34,tr,tr,8,-,-,-,0.00,0.15,2.27,-,0.34,,,,,,
food_page_58,07024,"ปลาช่อน, สด","Striped snake-head fish, raw",122,73.1,20.50,3.60,1.40,0.0,1.20,31,218,-,-,-,5.80,-,-,-,0,0,0,0.09,0.12,1.10,-,-,,,,,,
food_page_58,07025,"ปลาช่อนทะเล, แห้ง","Cobia, dried",185,38.6,41.80,2.00,0.00,0.0,17.70,508,858,-,-,-,4.30,-,-,-,-,-,-,0.02,0.04,17.4,-,-,,,,,,
food_page_58,07026,"ปลาซาบะ, สด","Saba, raw",218,64.4,18.03,16.20,0.03,0.0,1.38,10,182,19,293,433,1.31,tr,0.52,130,-,34,34,0.09,0.29,7.71,-,0.61,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_59,07027,"ปลาดุก, สด","Fresh-water catfish, raw",114,74.8,23.00,2.40,0.00,0.0,1.40,13,282,-,-,-,8.10,-,-,-,-,-,-,0.20,0.24,1.30,-,-,,,,,,
food_page_59,07028,"ปลาแดง, สด","Orante threadfin bream, raw",120,72.7,20.40,3.10,2.50,0.0,1.30,-,267,-,-,-,1.40,-,-,47,-,-,-,-,-,-,-,-,,,,,,
food_page_59,07029,"ปลาดอกหมาก, ขูดเนื้อ, สด","Whipfin silver-biddy, raw",90,78.0,20.26,1.00,0.00,0.0,1.66,-,267,-,-,-,-,-,-,23,-,-,-,0.05,0.10,2.18,-,0.28,,,,,,
food_page_59,07030,"ปลาตะโกก, สด","Soldier river barb, raw",92,78.2,18.70,1.89,0.11,0.0,1.06,-,-,-,-,-,-,-,-,21,-,-,103,0.00,0.07,3.28,-,0.19,,,,,,
food_page_59,07031,"ปลาตะเพียน, สด","Common silver barb, raw",111,74.7,20.40,3.20,0.10,0.0,1.60,117,236,-,-,-,5.60,-,-,-,-,-,-,0.03,0.01,2.70,-,-,,,,,,
food_page_59,07032,"ปลาตาเดียว/ปลาซีกเดียว, สด","Indian Hilabut, raw",89,77.0,20.60,0.60,0.40,0.0,1.40,-,-,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-,,,,,,
food_page_59,07033,"ปลาตาโต, สด","Purple spotted bigeye, raw",117,76.7,21.30,3.50,0.00,0.0,1.10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
food_page_59,07034,"ปลาทู, นึ่ง","Short-body, mackerel, steamed",136,67.0,24.90,4.00,0.00,0.0,4.40,163,640,-,-,-,3.00,-,-,50,0,0,0,0.09,0.10,6.10,-,-,,,,,,
food_page_59,07035,"ปลาทู, สด","Short-body, mackerel, raw",140,72.0,20.00,6.70,0.00,0.0,1.50,170,-,-,-,-,-,-,-,33,-,9,9,0.03,0.62,9.20,9,-,,,,,,
food_page_59,07036,"ปลาทูน่า, สด","Tuna, raw",110,72.5,24.80,1.20,0.00,0.0,1.50,-,-,-,-,-,-,-,-,-,-,-,-,0.11,0.12,2.50,0,-,,,,,,
food_page_59,07037,"ปลาทูน่า, ในน้ำมัน","Tuna, in oil",218,60.4,23.50,13.50,0.50,0.0,2.10,-,-,-,-,-,-,-,-,-,-,-,-,0.22,-,10.10,-,-,,,,,,
food_page_59,07038,"ปลาทูน่า, ในน้ำสลัด","Tuna, in mayonnaise",86,79.2,13.40,2.30,2.90,0.0,2.20,-,-,-,-,-,-,-,-,-,-,-,10,0.16,-,6.50,-,-,,,,,,
food_page_59,07039,"ปลาทับทิม, สด","Nile tilapia, raw",113,74.4,20.96,2.93,0.65,0.0,1.08,-,-,-,-,-,-,-,-,8,-,-,2,0.12,0.05,2.95,-,1.34,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_60,07040,"ปลาน้ำดอกไม้, สด","Shortjawed Barracuda, raw",111,80.2,17.60,4.50,0.00,0.0,0.90,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
food_page_60,07041,"ปลานิล, สด","Nile tilapia, raw",93,79.9,18.23,2.25,0.00,0.0,1.07,-,-,-,-,-,-,-,-,18,-,-,2,0.02,0.09,2.05,-,0.86,,,,,,
food_page_60,07042,"ปลาเนื้ออ่อน, สด","Whisker sheatfish, raw",80,80.6,17.30,1.10,0.10,0.0,0.90,49,152,-,-,-,1.00,-,-,-,-,-,-,0.01,0.04,1.40,-,-,,,,,,
food_page_60,07043,"ปลาบึก, สด","Mekong giant catfish, raw",71,82.0,16.20,0.50,0.30,0.0,1.00,-,-,-,-,-,-,-,-,-,10,0,1,0.03,0.07,1.90,-,-,,,,,,
food_page_60,07044,"ปลาปีกไก่, สด","Blue sheatfhish, raw",142,73.1,16.27,8.46,0.08,0.0,2.10,-,-,-,-,-,-,-,-,16,-,-,0,0.00,0.79,1.21,-,-,,,,,,
food_page_60,07045,"ปลาแป้งแดง, ปลาหมัก","Fish, fermented",114,70.7,4.90,2.40,18.10,0.0,3.90,813,155,-,-,-,2.50,-,-,-,0,0,0,0.11,0.95,0.70,-,-,,,,,,
food_page_60,07046,"ปลาแป้น, สด","Common ponyfish, raw",120,74.4,20.20,4.30,0.10,0.0,1.00,42,175,-,-,-,2.00,-,-,-,-,-,-,0.12,0.05,3.00,-,-,,,,,,
food_page_60,07047,"ปลาแปบ, สด","Abramine, raw",102,77.9,17.80,3.39,0.00,0.0,1.17,-,-,-,-,-,-,-,-,13,-,-,78,0.12,0.11,1.97,-,1.24,,,,,,
food_page_60,07048,"ปลาม้า, สด","Boeseman croaker, raw",115,74.1,18.70,3.12,3.11,0.0,0.98,-,-,-,-,-,-,-,-,12,-,-,102,0.02,0.07,2.51,-,1.07,,,,,,
food_page_60,07049,"ปลายอน, สด","Macronema cat fish, raw",115,75.5,16.42,5.39,0.10,0.0,2.56,-,-,-,65,192,-,tr,1.61,12,-,-,103,0.33,0.10,1.71,-,-,,,,,,
food_page_60,07050,ปลาร้า,"Fish, fermented (Pla-ra)",149,52.5,15.30,8.00,3.90,0.0,20.30,-,-,-,-,-,3.40,-,-,-,-,-,-,0.02,0.16,0.80,-,-,,,,,,
food_page_60,07051,"ปลาร้า, ผง","Fish, fermented  powder",274,4.8,28.00,13.90,9.30,0.0,44.00,2392,1312,-,-,-,15.20,-,-,-,-,-,-,0.12,0.19,1.80,-,-,,,,,,
food_page_60,07052,"ปลาร้าปลาซิว, ดิบ","Rasbora fish, fermented, raw",119,64.9,12.24,2.70,11.37,0.0,8.84,1308,407,201,5931,412,494.73,tr,0.71,14,-,-,62,0.01,0.12,1.34,-,0.53,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_61,07053,ปลาร้าอึ่งอ่าง,"Bullfrog, fermented",113,57.3,14.90,4.80,2.60,0.0,20.40,2164,1139,-,-,-,5.60,-,-,-,0,9,0,0.06,0.51,2.20,-,-,,,,,,
food_page_61,07054,"ปลาแรด, สด","Giant gourami, raw",179,69.6,18.78,11.53,0.00,0.0,1.04,5,-,28,51,371,0.41,tr,0.35,6,-,-,205,0.02,0.08,3.74,-,0.90,,,,,,
food_page_61,07055,"ปลาลิ้นหมา, แห้ง","Tongue-sole, dried",280,21.4,63.20,3.00,0.00,0.0,12.60,1913,1290,-,-,-,8.00,-,-,-,-,-,-,0.03,0.10,6.90,-,-,,,,,,
food_page_61,07056,"ปลาสูบ/ปลาสูด, สด","Spotted hampala barb, raw",83,79.5,18.44,1.05,0.00,0.0,1.27,18,194,-,-,-,-,-,-,12,-,-,53,0.00,0.08,2.43,-,0.19,,,,,,
food_page_61,07057,"ปลาส้ม, ตัวเล็ก, ปลาหมัก","Fish, small, fermented",127,64.6,16.50,5.30,3.40,0.0,10.20,-,509,-,-,-,3.20,-,-,-,-,0,0,0.03,-,1.30,-,-,,,,,,
food_page_61,07058,"ปลาส้ม, ตัวใหญ่, ปลาหมัก","Fish, large, fermented",85,69.4,19.40,0.80,5.50,0.0,4.90,55,157,-,-,-,1.60,-,-,-,-,43,43,0.05,-,2.50,-,-,,,,,,
food_page_61,07059,"ปลาสลิด, สด","Snake skin gourami, raw",76,80.9,17.20,0.80,0.00,0.0,1.10,70,177,-,-,-,2.30,-,-,-,-,-,-,-,0.19,2.00,-,-,,,,,,
food_page_61,07060,"ปลาสลาด, ย่าง","Grey feather back, roasted",395,10.8,57.90,17.40,1.70,0.0,12.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
food_page_61,07061,ปลาเส้น,"Fish, minced strip",65,81.0,12.31,0.16,3.67,0.0,2.90,-,-,-,-,-,-,-,-,10,-,-,0,0.10,0.04,-,-,0.35,,,,,,
food_page_61,07062,"ปลาสวาย, สด","Striped catfish, raw",256,62.1,15.50,21.50,0.10,0.0,0.80,30,132,-,-,-,2.50,-,-,-,-,0,0,0.03,0.08,0.80,-,-,,,,,,
food_page_61,07063,"ปลาสีเสียด, แห้ง","Yellow queenfish, dried",176,43.7,37.80,2.80,0.00,0.0,16.00,253,407,-,-,-,9.00,-,-,-,0,0,0,0.13,0.14,11.50,-,-,,,,,,
food_page_61,07064,"ปลาสำลี, สด","Black-banded travally, raw",164,72.4,18.20,10.10,0.00,0.0,1.00,-,-,-,-,-,-,-,-,54,-,-,-,-,0.20,5.00,-,-,,,,,,
food_page_61,07065,"ปลาไส้ตัน, สด","Anchovy, raw",75,80.5,18.00,0.30,0.10,0.0,1.10,218,211,-,-,-,1.70,-,-,11,0,20,0,0.02,0.04,0.60,-,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_62,07066,"ปลาแมวหนวดพราหมห์, แห้ง","Hairfin anchovy, dried",153,34.7,33.00,2.20,0.40,0.0,29.70,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
food_page_62,07067,"ปลาริวกิว, หวาน","Giant catfish, sweetened",299,22.2,29.80,1.56,41.35,0.0,5.14,20,217,51,1459,374,0.86,0.29,0.73,29,-,0,0,0.07,0.04,4.21,-,0.25,,,,,,
food_page_62,07068,"ปลาหมอ, สด","Common climbing perch, raw",133,74.7,17.20,7.10,0.10,0.0,0.90,64,161,-,-,-,2.50,-,-,6,-,1,1,0.03,0.18,2.60,-,-,,,,,,
food_page_62,07069,"ปลาหมึกกล้วย, สด","Splendid squid, raw",68,83.0,15.20,0.70,0.20,0.0,0.90,5,128,-,-,-,2.90,-,-,17,-,-,-,0.02,0.03,2.00,-,-,,,,,,
food_page_62,07070,"ปลาหมึกกระเป๋า, สด","Spincless cuttlefish, raw",62,84.2,13.69,0.64,0.41,0.0,1.02,-,104,-,-,-,-,-,-,19,-,-,8,0.01,0.08,0.96,-,1.29,,,,,,
food_page_62,07071,"ปลาหลดจุด, สด","Spotfinned spiny eel, raw",101,76.1,19.96,2.78,0.00,0.0,2.68,363,-,28,62,327,3.13,tr,1.08,17,-,-,17,0.07,0.26,3.37,-,0.30,,,,,,
food_page_62,07072,"ปลาหัวแข็ง, แห้ง","Jullien's mud carp, dried",208,30.5,47.40,2.00,0.00,0.0,20.20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
food_page_62,07073,"ปลาหางแข็ง, แห้ง","Torpedo scad, dried",168,46.9,38.40,1.60,0.00,0.0,13.70,134,261,-,-,-,6.00,-,-,-,0,0,0,0.09,0.23,15.50,-,-,,,,,,
food_page_62,07074,"ปลาไหล, สด","Swamp eel, raw",87,78.7,18.90,1.20,0.10,0.0,1.10,50,158,-,-,-,2.20,-,-,-,-,-,-,0.13,0.05,2.50,-,-,,,,,,
food_page_62,07075,"ปลาอังเกย, สด","Snapper, raw",86,78.5,19.28,1.02,0.00,0.0,1.34,-,204,-,-,-,-,-,-,12,-,-,-,0.02,0.05,1.45,-,-,,,,,,
food_page_62,07076,"ปลาอีสร้อย, สด","Jullien's mud carp, raw",101,76.6,7.81,2.46,11.90,0.0,1.28,-,210,-,-,-,-,-,-,56,-,-,-,0.01,0.05,3.82,-,-,,,,,,
food_page_62,07077,"ปลาออดแอด, สด","Lined silver grunt, raw",98,77.7,19.04,2.40,0.00,0.0,1.40,-,210,-,-,-,-,-,-,31,-,-,-,0.01,0.08,2.43,-,-,,,,,,
food_page_62,07078,"ปลาโอ, สด","Longtail-Tuna, raw",109,73.0,24.49,1.12,0.23,0.00,1.14,13,186,26,-,876,1.79,0.20,0.65,-,-,-,-,-,-,-,-,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_63,07079,"ปูทะเล/ปูดำ, นิ่ม, สด","Serrated mud crab, young, raw",55,85.9,9.46,1.38,1.29,0.0,1.97,198,202,60,360,192,0.45,-,1.02,34,-,-,-,0.01,0.41,-,0,-,,,,,,
food_page_63,07080,"ปูทะเล/ปูดำ, สด","Serrated mud crab, raw",97,77.4,15.70,3.00,1.82,0.0,2.20,200,239,53,414,253,2.30,-,2.30,40,-,-,-,0.00,0.30,4.60,0,-,,,,,,
food_page_63,07081,"ปูนา, ตัวเล็ก, สด","Ricefield crabs, small, raw",67,81.8,9.14,3.05,0.86,0.0,5.20,-,-,-,-,-,-,-,-,117,-,-,47,0.00,1.38,2.28,-,0.00,,,,,,
food_page_63,07082,"ปูม้า, สด","Blue swimming crab, raw",79,80.0,16.20,1.40,0.26,0.0,2.10,173,211,61,335,261,1.10,-,1.10,79,-,-,-,0.00,0.30,2.80,1,-,,,,,,
food_page_63,07083,"ปูม้า, นิ่ม, สด","Blue swimming crab, young, raw",55,83.6,10.50,1.10,0.77,0.0,4.10,503,202,84,606,259,0.30,-,1.90,21,15,17,18,0.00,0.20,-,0,-,,,,,,
food_page_63,07084,ปูอัด,Crab flavoured stick,112,70.8,9.47,1.01,16.28,0.0,2.49,-,-,-,-,-,-,-,-,9,-,-,0,0.11,0.23,0.36,-,0.56,,,,,,
food_page_63,07085,ลูกชิ้นปลา,Fish ball,82,75.7,15.90,0.40,3.89,-,4.20,102,161,-,-,-,2.00,-,-,11,-,0,0,0.00,0.00,0.60,-,0.00,,,,,,
food_page_63,07086,"ลูกชิ้นปลา, ทอด","Fish ball, deep fried",277,45.9,21.70,14.40,15.20,0.0,2.80,64,787,-,-,-,0.60,-,-,-,-,-,-,0.03,0.12,-,-,-,,,,,,
food_page_63,07087,"ลูกชิ้นกุ้ง, ทอด","Shrimp ball, deep fried",198,59.5,17.60,9.60,10.34,-,3.00,89,805,-,-,-,0.60,-,-,34,-,-,0,0.00,0.10,1.70,-,1.70,,,,,,
food_page_63,07088,ส้มฟัก,Fermented fish,96,74.4,18.00,1.40,2.90,0.0,3.30,14,110,-,-,-,tr,-,-,-,0,0,0,0.05,0.06,4.60,1,-,,,,,,
food_page_63,07089,สมันปลา,"Fish, shreded, southern style",386,16.8,34.50,16.10,25.80,0.0,6.80,103,313,-,-,-,4.40,-,-,-,0,0,0,0.18,0.22,3.60,3,-,,,,,,
food_page_63,07090,"หอยกะพง, สด","Horse mussel, raw",42,90.3,7.20,1.40,0.10,0.0,1.00,79,136,-,-,-,9.80,-,-,-,-,-,-,0.02,0.07,2.20,-,-,,,,,,
food_page_63,07091,"หอยขม, สด","Pond snail, river snail, raw",74,79.3,12.10,0.70,4.90,0.0,3.00,1,114,-,-,-,25.20,-,-,-,432,0,36,0.01,0.40,0.60,-,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_64,07092,"หอยโข่ง, สด","Apple snail, raw",85,76.9,11.50,0.20,9.20,0.0,2.20,750,107,-,-,-,-,-,-,-,450,-,38,0.06,0.40,2.90,-,-,,,,,,
food_page_64,07093,"หอยโข่งทะเล/หอยเป๋าฮื้อ, สด","Abalone, raw",72,81.4,15.35,0.82,0.77,0.0,1.66,-,77,-,-,-,-,-,-,29,-,-,-,0.00,0.08,1.32,-,-,,,,,,
food_page_64,07094,"หอยแครง, สด","Blood cockle, raw",81,79.8,12.90,1.30,4.30,0.0,1.70,134,128,-,-,-,6.40,-,-,-,74,0,6,0.12,0.28,1.70,-,-,,,,,,
food_page_64,07095,"หอยจูน, สด",,86,77.7,14.50,0.90,4.90,0.0,2.00,1280,42,-,-,-,-,-,-,-,0,-,-,0.05,0.37,2.20,-,-,,,,,,
food_page_64,07096,"หอยทราย, สด","River snail, raw",70,79.8,13.30,0.40,3.30,0.0,3.20,1130,111,-,-,-,-,-,-,-,-,-,-,0.07,0.20,-,-,-,,,,,,
food_page_64,07097,"หอยปากเปีด, สด","Lamp shell, raw",66,84.2,11.16,1.52,1.93,0.0,1.21,3,92,-,-,-,-,-,-,265,-,-,21,0.01,0.18,0.86,-,-,,,,,,
food_page_64,07098,"หอยแมลงภู่, สด","Green mussel, raw",53,85.5,8.10,0.90,3.10,0.0,2.40,26,184,-,-,-,15.60,-,-,-,-,-,-,0.02,0.18,1.90,-,-,,,,,,
food_page_64,07099,"หอยหวาน, สด","Spotted babylon, raw",84,83.4,12.14,3.89,0.06,0.0,0.52,-,-,-,-,-,-,-,-,33,-,-,-,0.00,0.25,0.32,-,-,,,,,,
food_page_64,07100,"หูฉลาม, แห้ง","Shark fin, dried",351,12.5,86.70,0.50,0.00,0.0,0.70,295,61,-,-,-,1.10,-,-,-,0,0,0,0.09,0.71,0.10,-,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_67,08001,"ไข่ไก่, ไข่ขาว","Egg, hen, white",48,87.2,11.49,0.07,0.40,0.0,0.85,5,11,12,217,189,-,tr,tr,3,-,4,4,0.01,0.39,-,-,0.00,2,,,,,
food_page_67,08002,"ไข่ไก่, ไข่แดง","Egg, hen, yolk",292,55.8,15.0,24.42,3.19,0.0,1.60,104,296,12,90,123,-,0.30,2.44,28,4,428,428,0.14,0.41,-,-,-,1150,,,,,
food_page_67,08003,"ไข่ไก่, ทั้งฟอง","Egg, hen, whole",143,75.5,12.77,9.65,1.17,0.0,0.96,70,169,12,165,156,1.80,0.10,1.28,49,3,182,182,0.07,0.37,0.40,0,2.13,388,,,,,
food_page_67,08004,"ไข่จระเข้, ไข่ขาว","Egg, crocodile, white",15,95.8,2.50,0.20,0.80,0.0,0.70,-,-,-,-,-,-,-,-,-,-,-,-,tr,0.02,0.10,-,-,-,,,,,
food_page_67,08005,"ไข่จระเข้, ไข่แดง","Egg, crocodile, yolk",228,62.2,17.30,17.00,1.50,0.0,2.00,-,-,-,-,-,-,-,-,-,-,12,12,0.06,0.53,0.10,-,-,-,,,,,
food_page_67,08006,"ไข่จระเข้, ทั้งฟอง","Egg, crocodile, whole",128,77.0,11.20,8.30,2.20,0.0,1.30,-,-,-,-,-,-,-,-,-,-,6,6,0.04,0.35,-,-,-,-,,,,,
food_page_67,08007,ไข่จาละเม็ด/ไข่เต่าทะเล,"Egg, green turtle, whole",135,76.4,12.10,9.10,1.27,0.0,1.13,91,183,-,-,-,1.43,-,-,-,-,327,327,0.06,0.53,0.10,0,-,202,,,,,
food_page_67,08008,ไข่นกกะทา,"Egg, quail, whole",171,71.2,13.30,12.00,2.40,0.0,1.10,153,167,-,-,-,3.50,-,-,-,0,143,143,0.06,0.71,1.00,-,-,-,,,,,
food_page_67,08009,"ไข่ปลากระบอก, เค็ม","Roe, bluespot gray mullet, salted",441,22.6,40.85,30.40,1.05,0.0,5.10,38,472,-,-,-,3.65,-,-,-,-,144,144,0.49,0.89,2.60,0,-,-,,,,,
food_page_67,08010,"ไข่เป็ด, ไข่ขาว","Egg, duck, white",49,87.1,10.83,tr,1.29,0.0,0.79,6,16,13,206,190,-,0.10,tr,6,0,3,3,0.01,0.04,-,-,0.00,2,,,,,
food_page_67,08011,"ไข่เป็ด, ไข่แดง","Egg, duck, yolk",319,52.2,14.78,26.97,4.40,0.0,1.65,109,382,11,68,108,-,0.18,2.17,69,33,434,436,0.51,0.88,-,-,3.38,1261,,,,,
food_page_67,08012,"ไข่เป็ด, ทั้งฟอง","Egg, duck, whole",178,71.0,13.03,13.35,1.54,0.0,1.09,98,209,13,133,161,1.74,0.11,1.38,52,18,268,269,0.26,0.49,0.30,-,1.43,570,,,,,
food_page_67,08013,"ไข่เปรี้ยว, ไข่ไก่, ไข่ขาว","Sour egg, hen, white",39,88.0,7.02,0.08,2.51,0.0,2.36,714,11,-,38,-,tr,tr,0.36,3,-,0,0,tr,0.33,0.24,-,0.00,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_68,08014,"ไข่เปรี้ยว, ไข่ไก่, ไข่แดง","Sour egg, hen, yolk",361,49.1,16.73,32.69,0.00,0.0,2.32,33,345,-,-,-,4.11,tr,3.25,112,-,1082,1082,0.19,0.42,0.31,-,9.90,-,,,,,
food_page_68,08015,"ไข่เปรี้ยว, ไข่ไก่, ทั้งฟอง","Sour egg, hen, whole",96,81.4,8.65,6.08,1.79,0.0,2.07,584,113,-,43,-,0.83,-,0.96,19,-,154,154,0.04,0.30,0.12,-,1.24,-,,,,,
