page,0,,2,Energy (Energy),Water,Protein,Fat,"Carbohydrate, Carbohydrate available,Carbohydrate by difference",Dietary Fibre,Ash,Calcium,Phosphorus,Magnesium,Sodium,Potassium,Iron,Copper,Zinc,Iodine,Betacarotene,Retinol,Total Vitamin A (RAE),Thiamin,Riboflavin,Niacin,Vitamin C,Vitamin E,Sugar,,29,30,31,32
food_page_28,04145,พริกหนุ่ม,Chili spur pepper (Prik-num),20,93.7,0.84,0.41,1.76,2.9,0.44,8,20,18,1,-,0.70,0.18,0.08,1,395,-,33,0.21,0.03,2.38,111,-,,,,,,
food_page_28,04146,พริกหยวก,Banana pepper,23,93.3,1.05,0.21,3.32,1.7,0.43,8,30,7,1,139,0.10,tr,-,1,42,-,3,0.22,0.06,2.90,64,-,,,,,,
food_page_28,04147,พริกหวาน/พริกฮัยโซ้,Bell pepper/Sweet pepper,(82),80.3,3.20,1.60,(13.80),(6.9),1.10,35,88,-,-,-,-,-,-,-,510,-,43,0.58,0.08,0.40,218,-,,,,,,
food_page_28,04148,พริกเหลือง,"Pepper, yellow, long",(106),76.6,4.00,3.60,(14.30),(5.9),1.50,10,6,-,-,-,1.20,-,-,-,2898,-,242,0.22,0.09,3,106,-,,,,,,
food_page_28,04149,"พาโหม, ยอด","Fever vine, tender tips",44,84.8,3.40,0.40,3.40,6.5,1.50,-,-,-,-,-,-,-,-,-,3244,-,270,0.08,0.26,2.90,66,19.81,,,,,,
food_page_28,04150,แพงพวยน้ำ/ผักปอดน้ำ,Creeping water primrose,39,88,2.20,0.40,4.80,3.6,1.00,53,277,-,-,-,1.20,-,-,51,3027,-,252,0.03,0.52,2.60,57,6.94,,,,,,
food_page_28,04151,"ฟักข้าว, ผล","Spring bitter cucumber, fruit",(31),91.8,0.90,0.10,(6.60),(0.8),0.60,50,9,-,-,-,0.40,-,-,-,120,-,10,0.11,0.14,0.60,178,-,,,,,,
food_page_28,04152,"ฟักข้าว, ยอด","Spring bitter cucumber, tips",(48),88,5.60,1.00,(4.10),(1.2),1.30,90,138,-,-,-,1.50,-,-,-,4782,-,399,0.39,0.05,1.50,31,-,,,,,,
food_page_28,04153,ฟักเขียว,Winter melon,(13),96.4,0.40,0,(2.90),(0.5),0.30,8,1,-,-,-,0.30,-,-,-,150,-,13,0.01,0.02,0.30,69,-,,,,,,
food_page_28,04154,"ฟักทอง, เนื้อ","Pumpkin, without skin",75,80.5,1.91,0.92,13.80,2.0,0.88,7,35,18,1,-,1.90,0.29,tr,-,1860,-,155,0.06,0.06,1.00,41,-,,,,,,
food_page_28,04155,"ฟักทอง, เนื้อและเปลือก","Pumpkin, with skin",44,85.8,1.64,0.50,7.00,2.3,2.76,15,35,20,-,431,4.90,0.10,0.27,4,1962,-,164,0.08,0.07,1.10,17,-,,,,,,
food_page_28,04156,"ฟักทอง, ยอดอ่อน","Pumpkin, tender tips",(19),94.6,2.00,0.20,(2.40),(0.8),0.80,6,9,-,-,-,1.20,-,-,-,1927,-,161,0.08,0.18,1.40,41,3.59,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_29,04157,"ฟักแม้ว/มะเขือเครือ/มะระหวาน, ผล","Choko/Chayote, fruit",15,95.4,0.63,0.09,2.49,1.1,0.31,16,15,9,0,147,0.19,tr,0.10,1,-,-,-,tr,0.03,0.45,6,0.01,,,,,,
food_page_29,04158,"ฟักแม้ว/มะเขือเครือ/มะระหวาน, ยอด","Choko/Chayote, tender tips",23,93.3,3.62,0.33,0.00,2.6,0.86,26,17,32,2,489,0.54,0.17,0.62,2,1323,-,110,0.06,0.18,0.40,7,-,,,,,,
food_page_29,04159,"มะกอก, ยอดอ่อน","Hog plum, tender tips",69,76.4,2.70,1.00,6.50,11.5,1.90,49,80,-,-,-,9.90,-,-,-,2017,-,168,0.96,0.22,1.90,53,-,,,,,,
food_page_29,04160,"มะกอกไทย, ผล","Hog plum, fruit",(88),77.1,0.70,0.20,(20.80),(2.3),1.20,161,36,-,-,-,1.30,-,-,-,324,-,27,0.01,0.00,1.40,9,-,,,,,,
food_page_29,04161,"มะกอกป่า, ยอดอ่อน","Wild Hog plum, tender tips",57,82.0,2.50,0.40,7.20,7.2,0.70,-,-,-,-,-,-,-,-,14,871,-,73,0.06,1.31,1.52,2,-,,,,,,
food_page_29,04162,"มะขาม, ฝักอ่อน","Tamarind, young pods",(85),75.6,2.30,0.20,(21.00),(6.3),0.90,429,14,-,26,-,3.00,-,-,-,-,-,-,0.08,0.34,1.50,44,-,,,,,,
food_page_29,04163,"มะขาม, ใบอ่อน","Tamarind, young leaves",(59),84.3,3.60,0.30,(10.40),(1.0),1.40,19,38,-,-,-,1.00,-,-,-,1002,-,84,-,0.23,2.40,53,-,,,,,,
food_page_29,04164,มะขามเปียก,"Tamarind, pods",(318),19.0,2.00,0.80,(75.60),(6.5),2.60,314,-,-,-,-,-,-,-,-,0,-,0,0.34,-,2.60,13,-,,,,,,
food_page_29,04165,มะเขือกรอบ/มะเขือเปราะ,Eggplant,(50),87.9,1.80,0.80,(8.80),(2.5),0.70,38,70,-,-,-,1.20,-,-,-,174,-,15,0.07,0.16,2.40,3,-,,,,,,
food_page_29,04166,"มะเขือขาว, ดอง","White eggplant, pickle",(34),88.5,1.20,0.60,(5.90),(2.0),3.80,10,18,-,-,-,0.40,-,-,-,-,-,-,0.08,0.11,2.90,-,-,,,,,,
food_page_29,04167,มะเขือชื่น,Cock roach berry,(68),84.4,2.10,2.00,(10.50),(5.0),1.00,55,22,-,-,-,1.30,-,-,-,295,-,25,0.10,0.30,0.30,63,-,,,,,,
food_page_29,04168,"มะเขือไข่เต่า, สีขาว","Eggplant, white",30,90.7,1.59,0.62,2.87,3.5,0.72,30,47,-,5,280,0.30,0.17,0.25,2,1,-,tr,0.12,0.08,1.05,4,-,,,,,,
food_page_29,04169,"มะเขือไข่เต่า, สีเขียว","Eggplant, green",29,91.1,1.57,0.48,3.13,3.1,0.66,23,39,-,7,293,0.30,0.12,0.17,2,61,-,5,0.17,0.07,0.89,4,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_3,01027,"ข้าวบัสมาตี, ดิบ","Rice, polished, Basmati variety, raw",344,12.2,7.00,1.30,73.10,6.0,0.40,14,20,-,-,-,0.00,-,-,-,-,-,-,0.13,0.04,-,-,-,-,,,,,
food_page_3,01028,"ข้าวบาเล่ย์, ดิบ","Barley, raw",336,11.8,11.47,2.26,62.71,9.4,2.42,41,191,-,60,-,1.40,-,-,34,0,0,0,0.24,0.06,0.80,0,0.00,0.95,,,,,
food_page_3,01029,"ข้าวโพด, เหลือง, ต้ม","Corn, yellow, boiled",(117),74.5,4.30,3.30,(17.40),(1.3),0.50,11,47,-,-,-,3.60,-,-,-,494,-,41,0.08,0.08,1.50,0,-,-,,,,,
food_page_3,01030,"ข้าวโพด, เหลือง, ดิบ","Corn, yellow, raw",(111),73.4,3.40,1.40,(21.10),(0.7),0.70,10,11,-,-,-,1.70,-,-,-,-,-,-,0.11,0.18,1.10,1,-,-,,,,,
food_page_3,01031,"ข้าวโพดข้าวเหนียว, ขาวสลับม่วง, ดิบ","Corn, Waxy or sticky variety, raw",182,55.6,4.80,1.64,36.53,0.9,0.55,1,-,-,0,219,-,tr,1.00,-,-,-,-,0.08,0.11,2.52,8,-,-,,,,,
food_page_3,01032,"ข้าวฟ่าง, ดิบ","Sorghum, raw",351,10.6,10.04,3.84,64.55,9.1,1.88,24,316,-,34,-,42.00,-,-,10,0,0,-,0.45,0.11,3.60,tr,tr,1.18,,,,,
food_page_3,01033,"ข้าวสาลี, ดิบ","Wheat, raw",339,10.8,12.71,2.11,61.55,11.7,1.19,42,190,-,21,-,4.20,-,-,22,0,0,0,0.69,0.11,2.40,0,0.88,3.11,,,,,
food_page_3,01034,"ข้าวสาลี, จมูกข้าว, อบ","Wheat, germ, dried",392,4.3,28.00,9.50,43.10,11.0,4.10,54,901,-,-,-,6.80,-,-,20,0,0,0,3.03,0.74,3.30,1,11.30,-,,,,,
food_page_3,01035,"ข้าวสาลี, รำข้าว","Wheat, bran, raw",284,13.1,19.40,5.60,20.70,36.8,4.40,-,-,-,-,-,-,-,-,-,-,-,-,2.14,1.21,1.20,-,-,-,,,,,
food_page_3,01036,"ข้าวเหนียว, ดิบ","Rice, glutinous, raw",363,11.7,6.30,0.60,80.1,0.9,0.40,7,63,-,-,-,2.50,-,-,-,0,0,0,0.08,0.03,1.83,0,-,-,,,,,
food_page_3,01037,"ข้าวเหนียวดำ, ดิบ","Rice, glutinous, black variety, raw",354,11.8,8.20,3.00,71.20,4.9,0.90,26,65,-,-,-,2.30,-,-,-,16,-,1,0.55,0.29,0.60,-,-,-,,,,,
food_page_3,01038,"ข้าวเหนียวดำ, ข้าวลืมผัว, ดิบ","Rice, glutinous, black variety, raw",357,12.0,8.88,3.44,70.85,3.7,1.15,16,304,114,-,407,1.69,0.60,2.56,4,13,-,1,0.41,0.19,0.56,-,0.38,-,,,,,
food_page_3,01039,"ข้าวเหนียว, นึ่ง","Rice, glutinous, steamed",230,42.9,4.10,0.60,51.80,0.5,0.10,18,12,-,-,-,tr,-,-,-,-,-,-,0.03,0.10,1.00,-,-,-,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_30,04170,"มะเขือไข่เต่า, สีม่วง","Eggplant, purple",32,89.9,1.65,0.36,4.01,3.3,0.78,37,42,27,2,303,0.35,0.12,0.18,2,6,-,tr,0.14,0.09,1.65,4,0.04,,,,,,
food_page_30,04171,"มะเขือเทศ, ลูกเล็ก","Tomato, small size",24,93.2,1.10,0.30,3.60,1.1,0.70,2,31,-,-,-,4.90,-,-,-,373,-,31,0.06,0.04,0.90,32,-,,,,,,
food_page_30,04172,"มะเขือเทศ, ลูกใหญ่","Tomato, big size",15,95.4,0.63,0.17,2.16,1.1,0.48,0,25,5,6,156,0.31,tr,0.12,tr,221,-,18,tr,0.03,0.44,17,0.64,,,,,,
food_page_30,04173,"มะเขือเทศ, ราชินี",Cherry tomato,27,92.4,0.96,0.33,4.26,1.6,0.54,1,21,10,3,227,0.41,tr,0.13,tr,639,-,53,tr,0.04,0.82,41,1.34,,,,,,
food_page_30,04174,"มะเขือเปราะ, เจ้าพระยา","Eggplant, Chao-pra-ya variety",25,92.4,1.27,0.24,3.28,2.3,0.56,24,49,21,3,438,0.42,0.10,0.16,1,49,-,4,0.08,0.24,1.30,5,0.08,,,,,,
food_page_30,04175,มะเขือพวง,Solanum,52,81.7,2.71,0.82,3.39,10.1,1.27,148,93,52,5,555,3.83,0.31,0.35,1,170,-,14,0.19,0.15,1.91,3,0.56,,,,,,
food_page_30,04176,มะเขือยาว,"Eggplant, long, green",18,93.9,1.03,0.27,1.91,1.9,1.01,9,27,-,3,196,0.23,-,-,2,30,-,3,0.10,0.05,-,6,-,,,,,,
food_page_30,04177,"มะเขือยาว, สีม่วง","Eggplant, long, purple",16,94.8,0.99,0.18,1.47,2.1,0.52,16,28,14,3,207,-,0.08,0.13,1,-,-,-,0.04,0.05,1.75,3,-,,,,,,
food_page_30,04178,มะเขือเสวย,Eggplant,(39),90.2,1.60,0.50,(7.10),(1.7),0.60,7,10,-,-,-,0.80,-,-,-,858,-,72,0.11,0.06,0.60,24,-,,,,,,
food_page_30,04179,"มะดัน, ผล","Madan, fruit",(34),91.5,0.30,0.10,(7.90),(0.6),0.20,103,8,-,-,-,tr,-,-,-,132,-,11,0.01,0.04,0.20,16,-,,,,,,
food_page_30,04180,"มะดัน, ใบอ่อน","Madan, young leaves",49,85.1,1.79,0.98,5.04,6.6,0.50,106,26,21,2,125,0.43,0.30,-,4,1112,-,93,0.07,0.20,0.72,26,-,,,,,,
food_page_30,04181,"มะเดื่อ, ผลอ่อน","Fig, young fruit",-,88.5,1.30,-,-,-,1.00,-,-,-,-,-,-,-,-,11,31,-,3,tr,0.97,0.10,6,1.05,,,,,,
food_page_30,04182,"มะตูม, ยอดอ่อน","Bael, tender tips",(101),73.2,6.10,1.70,(15.30),(2.5),3.70,-,-,-,-,-,-,-,-,-,1054,-,88,0.22,0.79,4.50,126,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_31,04183,"มะยม, ยอดอ่อน","Star gooseberry, tender tips",31,74.3,5.60,1.00,8.14,9.4,1.61,147,-,-,-,-,0.94,-,-,-,2193,-,183,0.02,0.69,2.40,302,-,,,,,,
food_page_31,04184,"มะระ, ยอดอ่อน","Bitter cucumber, tender tips",(87),75.6,5.80,0.30,(15.20),(1.9),3.10,45,78,-,-,-,3.00,-,-,-,-,-,-,1.00,0.26,1.20,110,-,,,,,,
food_page_31,04185,มะระขี้นก,"Bitter gourd, Thai",20,92.9,1.18,0.44,0.81,3.8,0.86,230,5,204,26,-,0.23,0.46,1.74,1,124,-,10,0.07,0.07,0.91,118,1.04,,,,,,
food_page_31,04186,มะระจีน,"Bitter cucumber, Chinese",19,93.7,0.94,0.16,2.47,2.2,0.54,19,31,19,8,315,0.50,0.05,0.22,1,4,-,tr,0.03,0.03,0.72,50,0.06,,,,,,
food_page_31,04187,"มะรุม, ฝัก","Horse radish tree, pods",11,89.9,2.20,0.20,5.40,1.2,1.10,9,26,-,-,-,1.50,-,-,-,170,-,14,0.05,0.05,0.60,185,0.10,,,,,,
food_page_31,04188,"มะละกอดิบ, ผลป้อม","Papaya, raw, short shape",(37),90.1,0.80,0.10,(8.10),(0.8),0.90,20,18,-,-,-,0.50,-,-,-,0,-,0,0.00,0.01,0.40,53,-,,,,,,
food_page_31,04189,"มะละกอดิบ, ผลยาว","Papaya, raw, long shape",(25),93.2,0.60,0.10,(5.50),(0.6),0.60,13,13,-,-,-,0.50,-,-,-,0,-,0,0.05,0.02,0.40,34,-,,,,,,
food_page_31,04190,มะแว้ง,Sparrow brinjal,(72),82.3,2.60,1.00,(13.20),(3.3),0.90,50,68,-,-,-,1.00,-,-,-,828,-,69,0.04,0.10,8.40,6,-,,,,,,
food_page_31,04191,มะอึก,Ma-eok,(66),83.9,1.90,0.80,(12.70),(3.6),0.70,26,41,-,-,-,0.80,-,-,-,1086,-,91,0.07,0.05,4.90,3,-,,,,,,
food_page_31,04192,"มันเทศ, ใบอ่อน","Sweet potato, young leaves",(58),84.8,3.60,0.80,(9.20),(1.4),1.60,89,68,-,-,-,4.20,-,-,-,2700,-,225,0.07,0.80,1.30,27,-,,,,,,
food_page_31,04193,"มันปู, ใบอ่อน","Mon-pu, young leaves",78,71.2,0.90,0.80,8.50,16.7,1.90,110,-,-,-,-,-,-,-,12,5646,-,471,tr,2.12,0.36,27,6.54,,,,,,
food_page_31,04194,"เม่านา/ส้มเม่า/แม่ไข่ปลา, ยอดอ่อน","Mau-na, tender tips",60,80.4,3.10,0.45,7.25,7.1,1.70,242,-,-,-,-,-,-,-,-,2269,-,189,0.04,0.62,0.50,5,2.87,,,,,,
food_page_31,04195,"แมงลัก, ใบ","Lemon basil, leaves",(41),89.9,2.90,1.00,(5.00),(2.6),1.20,140,40,-,-,-,17.20,-,-,-,6396,-,533,0.12,0.28,1.00,3,-,,,,,,
food_page_31,04196,"ยอ, ใบ","Indian mulberry, leaves",(89),77.3,5.00,1.20,(14.50),(4.0),2.00,469,tr,-,-,-,1.40,-,-,-,3999,-,333,0.30,0.14,7.20,27,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_32,04197,"ยอ, ลูกสด, ไม่รวมเมล็ด","Awltree, raw, fruit",(47),87.6,0.96,0.30,(10.00),-,1.12,-,-,-,-,-,-,-,-,3,5,-,0,0.10,0.06,0.48,110,3.08,,,,,,
food_page_32,04198,ยอดมะพร้าวอ่อน,"Coconut, heart",(41),89.3,1.95,0.55,(7.05),(0.8),1.15,58,53,-,-,-,0.35,-,-,-,5,-,tr,0.03,0.08,1.90,6,-,,,,,,
food_page_32,04199,"ย่านาง, ใบ","Ya-nang, young leaves",(127),67.6,5.60,0.90,(24.00),(7.9),1.90,155,11,-,-,-,7.00,-,-,-,-,-,-,0.03,0.36,1.40,40,-,,,,,,
food_page_32,04200,"ยี่หร่า, ใบ","Tree basil, leaves",42,86.2,3.84,0.99,1.50,5.7,1.77,286,57,81,9,-,-,0.33,0.40,4,7410,-,618,0.14,0.32,8.20,24,-,,,,,,
food_page_32,04201,"ลิ้นฟ้า/เพกา, ใบ","Broken bone tree, leaves",(135),67.1,9.60,2.80,(17.80),(0.9),2.70,-,-,-,-,-,-,-,-,-,690,-,58,0.17,0.09,1.20,44,-,,,,,,
food_page_32,04202,"ลิ้นฟ้า/เพกา, ยอด","Broken bone tree, trips",(101),76.4,6.40,2.60,(13.00),-,1.60,-,-,-,-,-,-,-,-,-,-,-,-,0.18,0.69,2.40,-,-,,,,,,
food_page_32,04203,ลูกเนียง/ชะเนียง,"Djenkol beans, fruit",(162),59.6,8.80,0.40,(30.70),(1.3),0.50,25,52,-,-,-,0.70,-,-,-,648,-,54,0.19,0.01,0.40,3,-,,,,,,
food_page_32,04204,ลูกเนียงนุก,"Djenkol beans, fruit",(153),61.7,8.60,0.70,(28.10),(0.6),0.90,7,80,-,-,-,tr,-,-,4,18,-,2,0.06,0.81,1.80,17,-,,,,,,
food_page_32,04205,ลูกเนียงรอก,"Djenkol beans, fruit",65,78.1,2.20,0.80,6.50,11.5,0.90,-,-,-,-,-,-,-,-,-,249,-,21,0.03,-,-,61,2.02,,,,,,
food_page_32,04206,"ลูกประ, ดอง","Look pra, pickled",332,46.5,5.90,27.90,9.70,9.2,0.80,-,-,-,-,-,-,-,-,-,0,-,0,0.04,0.04,1.70,0,3.57,,,,,,
food_page_32,04207,"ส้มเกรียบ, ใบและยอดอ่อน",-,83,74.8,3.10,1.30,10.40,8.8,1.60,-,-,-,-,-,-,-,-,-,1530,-,128,0.02,0.28,-,86,18.71,,,,,,
food_page_32,04208,ส้มป่อย,Som-poi,-,85.6,3.80,-,-,-,0.70,95,-,-,-,-,-,-,-,-,6568,-,547,0.04,0.26,1.10,6,6.70,,,,,,
food_page_32,04209,สมอไทย,Chebulic Marobalans,(63),85.9,1.20,1.70,(10.80),(2.5),0.40,18,18,-,-,-,tr,-,-,-,300,-,25,0.00,0.01,2.00,116,-,,,,,,
food_page_32,04210,"สะเดา, ดอก","Neem tree, flowers",84,77.4,5.50,4.20,0.00,12.2,1.60,-,-,-,-,-,-,-,-,-,1264,-,105,0.11,-,6.20,123,4.57,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_33,04211,"สะเดา, ยอด","Neem tree, tender tips",(85),77.9,5.40,0.50,(14.70),(2.2),1.50,354,26,-,-,-,4.60,-,-,-,3611,-,301,0.06,0.07,3.50,194,-,,,,,,
food_page_33,04212,สะตอ,Bitter bean,(132),70.7,8.00,4.00,(16.00),(0.5),1.30,76,83,-,-,-,0.70,-,-,-,474,-,40,0.11,0.01,1.00,6,-,,,,,,
food_page_33,04213,"สะแล, ดอก","Sa- lare, flower",(86),80.8,6.00,1.60,(12.00),(1.6),2.30,349,4,-,-,-,1.20,-,-,-,363,-,30,0.11,0.54,0.30,13,4.94,,,,,,
food_page_33,04214,สันตะวาใบพาย,Santawa-bai-phai,(10),97.1,0.40,0.10,(1.80),(0.6),0.60,5,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
food_page_33,04215,สายบัว,"Water lily, stem",(8),87.4,0.20,0.10,(1.60),(0.4),0.50,0,3,-,-,-,0.20,-,-,-,60,-,5,0.02,0.02,0.40,9,tr,,,,,,
food_page_33,04216,"สำประศรี, ต้นอ่อน",-,25,90.9,2.20,0.40,1.40,3.3,1.80,52,-,-,-,-,-,-,-,16,15156,-,1263,0.05,0.03,2.70,15,30.58,,,,,,
food_page_33,04217,เสม็ด,"Eugenia, trips, milk wood",57,81.5,2.40,0.90,5.40,9.0,0.80,-,-,-,-,-,-,-,-,-,1824,-,152,0.03,0.09,-,-,-,,,,,,
food_page_33,04218,"โสน, ดอก","Sesbania, flowers, yellow",42,87.1,3.60,0.40,4.11,3.9,0.89,51,60,-,-,-,8.20,-,-,-,2004,-,167,0.26,0.40,2.80,24,-,,,,,,
food_page_33,04219,"หญ้าปักกิ่ง, ราก","Beijing grass/Angel grass, root",14,93.6,0.50,0.20,0.70,3.5,1.50,64,-,-,-,-,-,-,-,-,70,-,6,0.07,0.04,0.70,6,1.09,,,,,,
food_page_33,04220,"หญ้าปักกิ่ง, ต้นและใบ","Beijing grass/Angel grass, stems and leaves",12,94.6,0.80,0.20,0.60,2.5,1.30,101,-,-,-,-,-,-,-,-,606,-,51,0.04,0.07,0.20,9,2.31,,,,,,
food_page_33,04221,หน่อไม้ไผ่ดง,"Bamboo shoot, cultivaled",30),91.9,2.30,0.20,(4.80),(0.9),0.80,49,55,-,-,-,0.30,-,-,-,-,-,-,0.06,0.06,0.80,11,-,,,,,,
food_page_33,04222,หน่อไม้ไผ่ป่า,"Bamboo shoot, wild",(33),91.3,2.40,0.20,(5.40),(1.0),0.70,58,48,-,-,-,0.20,-,-,-,-,-,tr,0.08,0.18,1.20,13,-,,,,,,
food_page_33,04223,"หน่อไม้พันธุ์กินซุง, ต้ม","bamboo shoot, boil",22,93.5,1.81,0.56,1.37,2.3,0.51,15,35,-,-,-,0.28,-,-,-,1,-,tr,-,-,-,14,-,,,,,,
food_page_33,04224,"หน่อไม้พันธุ์กินซุง, ดิบ","bamboo shoot, raw",33,90.6,1.97,0.57,3.95,2.2,0.75,13,46,-,-,-,0.32,-,-,-,11,-,1,-,-,-,37,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_34,04225,"หน่อไม้หวาน, หน่อเล็ก","Bamboo shoot, hairy, sweet",(11),96.6,1.90,0.20,(0.40),(0.8),0.90,20,26,-,-,-,0.10,-,-,-,25,-,2,0.06,0.24,1.20,-,-,,,,,,
food_page_34,04226,"หน่อไม้หวาน, หน่อใหญ่","Bamboo shoot, hairy, sweet",(21),94.5,1.50,0.30,(3.10),(0.8),0.60,3,2,-,-,-,0.60,-,-,-,44,-,4,0.05,0.25,1.20,15,-,,,,,,
food_page_34,04227,"หน่อหวาย, คั่ว","Rattan palm, roasted",(400),0.1,27.27,5.44,(60.52),-,6.68,541,614,319,6,1514,4.06,-,22.02,17,-,-,-,-,-,-,-,-,,,,,,
food_page_34,04228,"หน่อหวาย, ต้ม, อบแห้ง","Rattan palm, boiled and baked",(370),9.7,27.51,6.27,(50.78),-,5.79,495,599,321,7,1058,4.10,-,21.88,21,-,-,-,-,-,-,-,-,,,,,,
food_page_34,04229,หน่อเหรียง,"Nitta tree, sprout",(94),79.6,7.50,3.50,(8.00),(1.3),1.40,182,4,-,-,-,2.00,-,-,-,132,-,11,0.06,0.62,0.10,83,-,,,,,,
food_page_34,04230,หมรุษ/หมุย/หัสคุณ,Hatsa khun,75,72.9,4.70,0.40,6.10,14.2,1.70,-,-,-,-,-,-,-,-,18,5390,-,449,0.06,-,1.40,4,8.8,,,,,,
food_page_34,04231,หมากหมก/ผักหวานใบแหลม,-,57,78.4,5.60,1.00,2.60,7.7,4.70,-,-,-,-,-,-,-,-,18,4384,-,365,0.29,0.03,2.70,4,1.7,,,,,,
food_page_34,04232,"หยวกกล้วย, อ่อม","Banana, young stem",(15),95.7,0.80,0.20,(2.60),(0.6),0.70,25,3,-,-,-,0.04,-,-,-,0,-,0,0.02,0.24,0.30,2,-,,,,,,
food_page_34,04233,"หยวกกล้วยน้ำว้า, ฮ่อม","Banana, young stem",(8),97.6,0.40,0.10,(1.40),(0.6),0.50,22,47,-,-,-,0.30,-,-,-,4,-,tr,tr,tr,0.40,tr,-,,,,,,
food_page_34,04234,หอมหัวใหญ่,Onion,29,91.8,1.40,0.10,5.00,1.2,0.50,8,27,-,-,-,-,-,-,-,0,-,0,0.02,0.01,0.40,8,0.00,,,,,,
food_page_34,04235,หัวปลี,Banana flower,(28),92.3,1.40,0.20,(5.20),(0.8),0.90,28,40,-,-,-,0.70,-,-,-,156,-,13,0.01,0.02,0.60,25,-,,,,,,
food_page_34,04236,เห็ดชมิ้น,"Mushroom, hed-kamin",(29),92.7,2.70,0.50,(3.30),(1.0),0.80,2,17,-,-,-,1.60,-,-,-,5494,-,458,0.03,0.44,3.70,7,-,,,,,,
food_page_34,04237,เห็ดเข็มทอง,"Mushroom, golden neddle",25,92.0,1.71,0.11,3.02,2.4,0.79,0,73,9,7,291,1.06,tr,tr,1,0,-,0,tr,0.00,6.92,tr,tr,,,,,,
food_page_34,04238,เห็ดชาง,"Mushroom, hed-saang",(197),37.7,2.40,0.20,(46.40),(1.0),13.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.10,35,-,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
food_page_35,04239,เห็ดตับเต่า,"Mushroom, bolete",(29),92.4,2.50,0.10,(4.50),(0.9),0.50,13,37,-,-,-,-,-,-,-,-,-,-,0.06,0.33,2.00,16,-,,,,,,
food_page_35,04240,เห็ดตาโล้,"Mushroom, hed-ta-loh",(9),97.9,0.15,0.13,(1.70),-,0.08,8,-,-,-,-,-,-,-,2,-,-,-,tr,0.03,0.26,-,-,,,,,,
food_page_35,04241,เห็ดนางฟ้า,"Mushroom, Indian oyster",(35),91.0,2.30,0.30,(5.70),(0.7),0.70,-,-,-,-,-,-,-,-,-,-,-,-,0.05,0.85,2.50,-,-,,,,,,
food_page_35,04242,เห็ดนางรม,"Mushroom, oyster",(30),92.0,2.10,0.30,(4.80),(0.5),0.80,4,61,-,-,-,0.30,-,-,-,-,-,-,0.02,0.13,2.70,21,-,,,,,,
food_page_35,04243,เห็ดบัว (เห็ดฟ่าง),"Mushroom, chinese/straw",(35),90.6,3.20,0.20,(5.00),(0.9),1.00,8,18,-,-,-,1.10,-,-,-,-,-,-,0.07,0.25,3.00,7,-,,,,,,
food_page_35,04244,เห็ดเป๋าฮื้อ,"Mushroom, abalone",(34),91.1,1.60,0.40,(6.00),(1.2),0.90,3,78,-,-,-,1.10,-,-,-,-,-,-,0.01,0.24,2.80,11,-,,,,,,
food_page_35,04245,เห็ดเผาะ,"Mushroom, barometer earthstars",(47),87.8,2.20,0.40,(8.60),(2.3),1.00,39,85,-,-,-,3.60,-,-,-,0,-,0,0.04,0.03,0.70,12,-,,,,,,
food_page_35,04246,เห็ดลม/เห็ดกระด้าง,"Mushroom, hed-lom",(110),72.40,1.85,0.15,(25.2),(9.9),0.40,282,14,-,-,-,6.00,-,-,-,0,-,0,0.13,0.40,1.40,42,-,,,,,,
food_page_35,04247,เห็ดหอมสด,"Mushroom, shiitake, fresh",24,92.4,2.24,0.28,1.82,2.7,0.55,0,38,4,2,233,0.34,tr,0.79,1,44,-,4,0.13,0.32,2.43,0,0.78,,,,,,
food_page_35,04248,เห็ดหูหนูสด,"Mushroom Jew's ear, fresh",(50),87.1,1.4,0.10,(10.90),(1.8),0.50,60,tr,-,-,-,6.10,-,-,-,0,-,0,0.04,0.71,2.80,21,-,,,,,,
food_page_35,04249,"เหลียง, ใบ","Baegu/Pak-lieng, leaves",83,75.1,6.60,1.20,7.00,8.8,1.30,151,224,-,-,-,2.50,-,-,-,3814,-,318,0.18,0.75,1.70,124,-,,,,,,
food_page_35,04250,"ออบแอบ, ใบ","Op-aep, leaves",(49),87.6,1.70,0.90,8.60,(1.6),1.20,-,18,-,-,-,2.80,-,-,-,-,-,-,0.01,0,1.20,118,-,,,,,,
food_page_35,04251,"อีหล่ำ/มะกล่ำ, ใบอ่อน","Red sanda wood tree, young leaves",(86),78.1,5.50,1.10,(13.40),(1.9),1.90,-,-,-,-,-,-,-,-,-,-,-,-,0.01,0.33,2.40,169,-,,,,,,
